broken_name,occurrences,sample_sources
卤素矿物化学式,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.11-17.21-填空题.md
碘的颜色,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.11-17.21-填空题.md
卤素歧化产物,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.11-17.21-填空题.md
卤素含氧酸热稳定性,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.11-17.21-填空题.md
高碘酸结构,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.11-17.21-填空题.md
氧化物分子结构,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.11-17.21-填空题.md
卤素氧化还原反应,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.22-17.38-完成配平化学反应方程式.md
次氯酸盐反应,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.22-17.38-完成配平化学反应方程式.md
碘化物反应,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.22-17.38-完成配平化学反应方程式.md
氯气歧化,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.22-17.38-完成配平化学反应方程式.md
碘的提纯,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.39-17.46-分离鉴别与制备.md
氯化钠提纯,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.39-17.46-分离鉴别与制备.md
卤化银鉴别,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.39-17.46-分离鉴别与制备.md
高氯酸钾与高碘酸钾鉴别,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.39-17.46-分离鉴别与制备.md
卤素含氧酸盐鉴别,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.39-17.46-分离鉴别与制备.md
氟的制备,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.39-17.46-分离鉴别与制备.md
海水提溴,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.39-17.46-分离鉴别与制备.md
氯气制备方法比较,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.39-17.46-分离鉴别与制备.md
卤素实验现象解释,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.47-17.57-简答题.md
多卤阴离子稳定性,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.47-17.57-简答题.md
氢卤酸酸性比较,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.47-17.57-简答题.md
含氧酸氧化性比较,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/习题/17.47-17.57-简答题.md
卤素化学反应,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.1-完成配平化学反应方程式.md
氧化还原反应配平,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.1-完成配平化学反应方程式.md
卤素化合物制备,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.2-以NaCl为原料制备化合物.md
电解反应,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.2-以NaCl为原料制备化合物.md
氯的含氧酸制备,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.2-以NaCl为原料制备化合物.md
碘的溶解性,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.3-解释实验现象.md
多碘化物,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.3-解释实验现象.md
卤素置换反应,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.3-解释实验现象.md
铁的配合物,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.3-解释实验现象.md
氟的特殊性质,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.4-简要回答下列各题.md
氟化物保护膜,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.4-简要回答下列各题.md
氢氟酸腐蚀玻璃,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.4-简要回答下列各题.md
碘的氧化还原反应,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.5-淀粉碘化钾与NaClO反应推断.md
次氯酸钠氧化性,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.5-淀粉碘化钾与NaClO反应推断.md
亚硫酸钠还原性,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.5-淀粉碘化钾与NaClO反应推断.md
氯的含氧酸,1,04-题库/教材习题/无机化学例题与习题/Ch17-卤素/例题/例17.6-钠盐推断题.md
氢化物稳定性,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.1-18.9-选择题.md
还原性,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.1-18.9-选择题.md
水合氢离子,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.10-18.14-填空题.md
氢的同位素,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.10-18.14-填空题.md
工业制氢,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.10-18.14-填空题.md
稀有气体用途,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.10-18.14-填空题.md
高氙酸钠制备,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.10-18.14-填空题.md
氢的存在形式,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.10-18.33-填空与简答题.md
同位素,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.10-18.33-填空与简答题.md
氧化性,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.10-18.33-填空与简答题.md
氢气还原反应,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.15-18.24-完成配平化学反应方程式.md
氙氟化物水解,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.15-18.24-完成配平化学反应方程式.md
费托合成,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.15-18.24-完成配平化学反应方程式.md
氢气实验室制法,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.25-18.29-分离鉴别与制备.md
氢气工业制法,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.25-18.29-分离鉴别与制备.md
高氙酸盐制备,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.25-18.29-分离鉴别与制备.md
稀有气体化合物研究,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.30-18.33-简答题.md
氙化合物空间构型,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.30-18.33-简答题.md
氙氟化物氧化性,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/习题/18.30-18.33-简答题.md
氙氟化物反应,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.1-完成配平化学反应方程式.md
配平方程式,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.1-配平氢与稀有气体反应.md
HeH,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.2-MO理论讨论He化合物.md
HeH+,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.2-MO理论讨论He化合物.md
He2+,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.2-MO理论讨论He化合物.md
He2,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.2-MO理论讨论He化合物.md
氦的化合物,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.2-分子轨道理论讨论存在可能性.md
HeH和He2稳定性,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.2-分子轨道理论讨论存在可能性.md
XeO4,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.3-Xe化合物推断与反应方程式.md
Na4XeO6,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.3-Xe化合物推断与反应方程式.md
推断题,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.3-Xe化合物推断与反应方程式.md
氙的氟化物,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.3-氙化合物推断题.md
氙的氧化物,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.3-氙化合物推断题.md
高氙酸盐,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.3-氙化合物推断题.md
氙氧化物水解,1,04-题库/教材习题/无机化学例题与习题/Ch18-氢和稀有气体/例题/例18.3-氙化合物推断题.md
工业制备流程,1,04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/习题/分离鉴别制备19.md
物质合成,1,04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/习题/分离鉴别制备19.md
化学反应方程式配平,1,04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/习题/化学反应方程式19.md
铜族元素反应,1,04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/习题/化学反应方程式19.md
锌族元素反应,1,04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/习题/化学反应方程式19.md
配位化合物形成,1,04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/习题/化学反应方程式19.md
合金组成,1,04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/习题/填空题19.md
化学反应原理,1,04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/习题/简答题19.md
电极电势应用,1,04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/习题/简答题19.md
铜族元素性质,1,04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/习题/选择题19.md
锌族元素性质,1,04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/习题/选择题19.md
氢氧化物性质,1,04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/习题/选择题19.md
铜族元素化学性质,1,04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/例题/例题19-铜副族和锌副族.md
锌族元素化学性质,1,04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/例题/例题19-铜副族和锌副族.md
溶度积与电极电势,1,04-题库/教材习题/无机化学例题与习题/Ch19-铜副族和锌副族/例题/例题19-铜副族和锌副族.md
钛白粉,1,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/习题/20.35-20.39-分离鉴别与制备.md
TiCl₃,1,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/习题/20.35-20.39-分离鉴别与制备.md
钛的化合物,1,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/例题/例20.1-完成配平化学反应方程式.md
钒的化合物,1,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/例题/例20.1-完成配平化学反应方程式.md
工业制备,1,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/例题/例20.2-钛和钒的工业生产过程.md
TiCl₄水解,1,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/例题/例20.3-解释钛和钒的实验现象.md
锆,1,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/例题/例20.4-钛和锆离子在水溶液中的稳定性.md
水溶液稳定性,1,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/例题/例20.4-钛和锆离子在水溶液中的稳定性.md
NH₄VO₃,1,04-题库/教材习题/无机化学例题与习题/Ch20-钛副族和钒副族/例题/例20.5-钒化合物的推断与反应.md
铬化合物转化,1,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/习题/21.50-21.56-分离鉴别与制备.md
Cr₂O₇²⁻/Cr³⁺,1,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/习题/21.57-简答与计算题.md
软锰矿,1,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.2-高锰酸钾的制备.md
K₂MnO₄,1,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.2-高锰酸钾的制备.md
化学方法,1,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.3-鉴别各组物质.md
MnO₂,1,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.3-鉴别各组物质.md
Ag₂CrO₄,1,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.3-鉴别各组物质.md
Cr₂O₃,1,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.6-铬化合物的推断与反应.md
BaCrO₄,1,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.6-铬化合物的推断与反应.md
混合物,1,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.7-混合物的成分判断.md
成分判断,1,04-题库/教材习题/无机化学例题与习题/Ch21-铬副族和锰副族/例题/例21.7-混合物的成分判断.md
过渡金属密度,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.1-22.12-选择题.md
铁钴镍活泼性,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.1-22.12-选择题.md
配离子氧化性,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.1-22.12-选择题.md
NaOH分离离子,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.1-22.12-选择题.md
氧化物与盐酸反应,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.1-22.12-选择题.md
水合氯化物脱水,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.1-22.12-选择题.md
氢氧化物颜色,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.1-22.12-选择题.md
记忆合金,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.1-22.12-选择题.md
金属耐碱性,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.1-22.12-选择题.md
PdCl2检出CO,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.1-22.12-选择题.md
KCN直接制备配合物,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.1-22.12-选择题.md
铁矿石化学式,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.13-22.23-填空题.md
钴矿石化学式,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.13-22.23-填空题.md
配合物名称与化学式,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.13-22.23-填空题.md
NH4F掩蔽Fe3+,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.13-22.23-填空题.md
配位化合物稳定性,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.13-22.23-填空题.md
FeO42-制备,1,04-题库/教材习题/无机化学例题与习题/Ch22-铁系元素和铂系元素/习题/22.13-22.23-填空题.md
