"Front","Back","Tags","Deck","Source","ReviewCycle","NoteType","Extra"
"什么是Dess-Martin氧化？","Dess–Martin 氧化：使用 Dess–Martin Periodinane (DMP) 或 2-碘酰基苯甲酸 (IBX) 这两类 λ⁵-碘烷（hypervalent I(V) iodane） 在温和条件下将伯醇/仲醇分别氧化为醛/酮的反应。","有机化学 具体反应 Dess-Martin氧化 rc_30d 化竞 氧化反应 醇氧化 高价碘试剂","Chem::Core","[[Dess-Martin氧化]]","30d","概念卡","关键结论：
• 氧化中心：I(V) → I(III)，是主族高价化合物分子内氧化还原的典型例子。• 不会过氧化醛为酸：因为反应一旦生成 C=O，就没有 α-OH 可继续氧化（与 Swern氧化 同根同源）。• DMP vs IBX：DMP 在 CH₂Cl₂ 中可溶，操作友好；IBX 仅 DMSO 可溶，且加热条件下使用。• 反应温和：室温即可，对烯醇化倾向底物（如 β-酮醇、α,β-不饱和醇）比 Swern 更温和。• 副反应极少：相比 PCC、Cr(VI) 类强氧化剂，无重金属污染、无过氧化、无脱水副反应。"
"Dess-Martin氧化 的关键结论有哪些？","• 氧化中心：I(V) → I(III)，是主族高价化合物分子内氧化还原的典型例子。• 不会过氧化醛为酸：因为反应一旦生成 C=O，就没有 α-OH 可继续氧化（与 Swern氧化 同根同源）。• DMP vs IBX：DMP 在 CH₂Cl₂ 中可溶，操作友好；IBX 仅 DMSO 可溶，且加热条件下使用。• 反应温和：室温即可，对烯醇化倾向底物（如 β-酮醇、α,β-不饱和醇）比 Swern 更温和。• 副反应极少：相比 PCC、Cr(VI) 类强氧化剂，无重金属污染、无过氧化、无脱水副反应。","有机化学 具体反应 Dess-Martin氧化 rc_30d 化竞 氧化反应 醇氧化 高价碘试剂","Chem::Core","[[Dess-Martin氧化]]","30d","总结卡","Dess–Martin 氧化：使用 Dess–Martin Periodinane (DMP) 或 2-碘酰基苯甲酸 (IBX) 这两类 λ⁵-碘烷（hypervalent I(V) iodane） 在温和条件下将伯醇/仲醇分别氧化为醛/酮的反应。"
"Dess-Martin氧化 有哪些常见易错点？","• ❌ 误以为 DMP/IBX 会过氧化醛为酸：不会，I(V) → I(III) 之后无更多电子流可流。• ❌ 误以为 IBX 与 DMP 机理不同：机理相同，区别仅在底物溶解性和反应温度。• ❌ 把 DMP 与 过碘酸氧化 混淆：DMP 用于醇 → 醛/酮，HIO₄ 用于二醇裂解。• ❌ 误以为 I(V) 是稀有：本族 I 高价化合物在 IBX、IO₃⁻、HIO₄ 中都常见，与""惰性对效应""无矛盾（碘价稳定 +1, +3, +5, +7）。• ❌ 操作 IBX 不知爆炸性：纯 IBX 受热易爆，实验室用 SIBX 或就地用 KHSO₅ 制备。","有机化学 具体反应 Dess-Martin氧化 rc_30d 化竞 氧化反应 醇氧化 高价碘试剂","Chem::Core","[[Dess-Martin氧化]]","30d","易错点卡","Dess–Martin 氧化：使用 Dess–Martin Periodinane (DMP) 或 2-碘酰基苯甲酸 (IBX) 这两类 λ⁵-碘烷（hypervalent I(V) iodane） 在温和条件下将伯醇/仲醇分别氧化为醛/酮的反应。"
"什么是Diels-Alder反应？","Diels-Alder 反应（D-A 反应）：共轭二烯（diene）与亲双烯体（dienophile）之间发生的 [4+2] 环加成，生成 环己烯 衍生物的协同反应。","有机化学 周环反应 Diels-Alder反应 rc_30d 化竞 DA反应 4+2环加成","Chem::Core","[[Diels-Alder反应]]","30d","概念卡","关键结论：
• D-A = [4+2] 环加成 = 共轭二烯 + 亲双烯体 → 环己烯• 协同机理，一步完成，无中间体• endo 规则——EWG 倾向于 endo 位（动力学控制）• 区域选择性——""邻对位规则""，由 FMO 系数决定• 立体专一——syn 加成，cis/trans 构型保留• EDG 在二烯，EWG 在亲双烯体——反应最快• 高温可逆——反向 D-A 释放双烯

---"
"Diels-Alder反应 的关键结论有哪些？","• D-A = [4+2] 环加成 = 共轭二烯 + 亲双烯体 → 环己烯• 协同机理，一步完成，无中间体• endo 规则——EWG 倾向于 endo 位（动力学控制）• 区域选择性——""邻对位规则""，由 FMO 系数决定• 立体专一——syn 加成，cis/trans 构型保留• EDG 在二烯，EWG 在亲双烯体——反应最快• 高温可逆——反向 D-A 释放双烯

---","有机化学 周环反应 Diels-Alder反应 rc_30d 化竞 DA反应 4+2环加成","Chem::Core","[[Diels-Alder反应]]","30d","总结卡","Diels-Alder 反应（D-A 反应）：共轭二烯（diene）与亲双烯体（dienophile）之间发生的 [4+2] 环加成，生成 环己烯 衍生物的协同反应。"
"Diels-Alder反应 有哪些常见易错点？","• ❌ endo 产物更稳定 → endo 是动力学产物，exo 更稳定（热力学）• ❌ 反式二烯也能 D-A → 二烯必须能采取 s-cis 构象• ❌ D-A 是离子型反应 → D-A 是协同周环反应• ❌ 高温有利于 endo → 高温有利于 exo（热力学产物）• ❌ 区域选择性靠背的 → 区域选择性由 FMO 系数决定• ❌ 杂 D-A 机理不同 → 杂 D-A 与经典 D-A 机理相同（协同、endo 规则适用），只是原子类型不同• ❌ 呋喃 D-A 产物稳定 → 呋喃 D-A 产物可逆，加热可发生反向 D-A

---","有机化学 周环反应 Diels-Alder反应 rc_30d 化竞 DA反应 4+2环加成","Chem::Core","[[Diels-Alder反应]]","30d","易错点卡","Diels-Alder 反应（D-A 反应）：共轭二烯（diene）与亲双烯体（dienophile）之间发生的 [4+2] 环加成，生成 环己烯 衍生物的协同反应。"
"什么是Dimroth重排？","Dimroth 重排：含有 环外氨基的氮杂芳环（如氨基嘧啶、氨基噻唑）在碱性条件下发生开环-闭环重排，导致环内氮与环外氨基交换位置的反应。","有机化学 杂环化合物 Dimroth重排 rc_30d 化竞 杂环重排 嘧啶","Chem::Core","[[Dimroth重排]]","30d","概念卡","关键结论：
• Dimroth = 环外氨基 ↔ 环内氮交换
• 通过开环-闭环实现
• 碱催化
• 常见于嘧啶、噻唑等杂环

---"
"Dimroth重排 的关键结论有哪些？","• Dimroth = 环外氨基 ↔ 环内氮交换
• 通过开环-闭环实现
• 碱催化
• 常见于嘧啶、噻唑等杂环

---","有机化学 杂环化合物 Dimroth重排 rc_30d 化竞 杂环重排 嘧啶","Chem::Core","[[Dimroth重排]]","30d","总结卡","Dimroth 重排：含有 环外氨基的氮杂芳环（如氨基嘧啶、氨基噻唑）在碱性条件下发生开环-闭环重排，导致环内氮与环外氨基交换位置的反应。"
"什么是E1cb反应？","E1cb 反应（Elimination, unimolecular, conjugate base） 即共轭碱单分子消除反应，是经由碳负离子中间体（共轭碱）分两步完成的消除反应：","有机化学 具体反应 E1cb反应 rc_30d 化竞 消除反应","Chem::Core","[[E1cb反应]]","30d","概念卡","关键结论：
• α-位必须有强吸电子基（EWG）：羰基（最典型）、硝基、氰基、砜基、亚砜等• β-位必须有离去基（LG）：OH、OR、卤素、NR₃⁺ 等• LG 不需要特别好：与 E2 不同，E1cb 的 LG 离去是 RDS，但碳负离子的存在使 C-LG 键更易断裂（负电荷排斥推电子）• 与 E1 的本质区别：E1 需要好 LG 和稳定碳正离子；E1cb 需要稳定碳负离子和可离去的 LG• 与 E2 的本质区别：E2 要求 anti-共平面且强碱直接协同；E1cb 不要求 strict anti（碳负离子可旋转），但通常仍取最有利构象• 最常见场景：• β-羟基羰基化合物的脱水（Aldol 缩合的逆反应）• β-卤代羰基化合物的消除• 季铵碱的 Hofmann 消除（某些情况下走 E1cb）"
"E1cb反应 的关键结论有哪些？","• α-位必须有强吸电子基（EWG）：羰基（最典型）、硝基、氰基、砜基、亚砜等• β-位必须有离去基（LG）：OH、OR、卤素、NR₃⁺ 等• LG 不需要特别好：与 E2 不同，E1cb 的 LG 离去是 RDS，但碳负离子的存在使 C-LG 键更易断裂（负电荷排斥推电子）• 与 E1 的本质区别：E1 需要好 LG 和稳定碳正离子；E1cb 需要稳定碳负离子和可离去的 LG• 与 E2 的本质区别：E2 要求 anti-共平面且强碱直接协同；E1cb 不要求 strict anti（碳负离子可旋转），但通常仍取最有利构象• 最常见场景：• β-羟基羰基化合物的脱水（Aldol 缩合的逆反应）• β-卤代羰基化合物的消除• 季铵碱的 Hofmann 消除（某些情况下走 E1cb）","有机化学 具体反应 E1cb反应 rc_30d 化竞 消除反应","Chem::Core","[[E1cb反应]]","30d","总结卡","E1cb 反应（Elimination, unimolecular, conjugate base） 即共轭碱单分子消除反应，是经由碳负离子中间体（共轭碱）分两步完成的消除反应："
"E1cb反应 有哪些常见易错点？","|  错误  |  原因  |  纠正  |  课堂提问  | 
 | :--- | :--- | :--- | :--- | 
 |  把 Aldol 脱水写成 E2  |  忽略羰基对 α-H 的活化  |  Aldol 脱水实际走 E1cb（烯醇负离子中间体） |  Aldol 脱水时，碱先攻击哪个原子？  | 
 |  认为 E1cb 需要极好的 LG  |  与 E1 混淆  |  E1cb 的 LG 可以是 OH⁻（poor LG），因为碳负离子的推电子效应辅助 LG 离去  |  为什么 Aldol 脱水能在温和条件下进行，尽管 OH⁻ 是 poor LG？  | 
 |  忽略 α-H 的酸性  |  只看 β-LG  |  E1cb 的前提是 α-H 可被碱夺去；无 EWG 时 α-H 不酸，无法 E1cb  |  为什么普通烷烃不发生 E1cb？  | 
 |  E1cb 机理画成一步协同  |  与 E2 混淆  |  E1cb 是分步，有明确的碳负离子中间体（需画共振式） |  E1cb 和 E2 的根本区别是什么？  | 
 |  认为 E1cb 不重排所以不重要  |  低估其应用  |  E1cb 是 Aldol/Claisen/Knoevenagel 脱水的核心机理，在全合成中无处不在  |  哪些经典缩合反应的脱水步骤走 E1cb？  |","有机化学 具体反应 E1cb反应 rc_30d 化竞 消除反应","Chem::Core","[[E1cb反应]]","30d","易错点卡","E1cb 反应（Elimination, unimolecular, conjugate base） 即共轭碱单分子消除反应，是经由碳负离子中间体（共轭碱）分两步完成的消除反应："
"什么是E1cb机理？","E1cb 机理（Elimination, unimolecular, conjugate base）是一种两步消除反应：","有机化学 反应机理 E1cb机理 rc_30d 化竞 消除反应 E1cb 碳负离子","Chem::Core","[[E1cb机理]]","30d","概念卡","关键结论：
• E1cb 是碳负离子中间体的消除路径——与 E1 的碳正离子路径形成""电性反转""的对称关系• 三大必要条件缺一不可——强碱 + 稳定碳负离子 + 差离去基团• 区域选择性为 Hofmann——碳负离子形成后，位阻小的 β-H 更易被夺取（或从酸性角度，少取代 β-H 的酸性相对更强）• E1cb 与 E2 的边界是模糊的——存在一个从 E1cb 到 E2 再到 E1 的连续谱• 构型保持 + 反式共平面——去质子后碳负离子构型不变，孤对电子位置决定后续消除的立体化学• ""上电子下羟基""——羟基在 E2 条件下无法消除，但在 E1cb 条件下可以（通过形成烯醇负离子中间体）

---"
"E1cb机理 的关键结论有哪些？","• E1cb 是碳负离子中间体的消除路径——与 E1 的碳正离子路径形成""电性反转""的对称关系• 三大必要条件缺一不可——强碱 + 稳定碳负离子 + 差离去基团• 区域选择性为 Hofmann——碳负离子形成后，位阻小的 β-H 更易被夺取（或从酸性角度，少取代 β-H 的酸性相对更强）• E1cb 与 E2 的边界是模糊的——存在一个从 E1cb 到 E2 再到 E1 的连续谱• 构型保持 + 反式共平面——去质子后碳负离子构型不变，孤对电子位置决定后续消除的立体化学• ""上电子下羟基""——羟基在 E2 条件下无法消除，但在 E1cb 条件下可以（通过形成烯醇负离子中间体）

---","有机化学 反应机理 E1cb机理 rc_30d 化竞 消除反应 E1cb 碳负离子","Chem::Core","[[E1cb机理]]","30d","总结卡","E1cb 机理（Elimination, unimolecular, conjugate base）是一种两步消除反应："
"E1cb机理 有哪些常见易错点？","|  错误  |  原因  |  纠正  |  课堂提问  | 
 | :--- | :--- | :--- | :--- | 
 |  认为 E1cb 很常见  |  忽略三大必要条件  |  E1cb 需要同时满足强碱 + 稳定碳负离子 + 差 LG  |  为什么普通卤代烷不发生 E1cb？  | 
 |  混淆 E1cb 与 E1  |  都被称作 ""E1...""  |  E1cb 经历碳负离子，E1 经历碳正离子——电性完全相反  |  E1cb 和 E1 的中间体电荷有何不同？  | 
 |  忽略碳负离子构型保持  |  以为去质子后构型翻转  |  E1cb 第一步去质子后构型不变，孤对电子在原位  |  为什么 E1cb 消除仍需反式共平面？  | 
 |  认为 E1cb 产物总是","有机化学 反应机理 E1cb机理 rc_30d 化竞 消除反应 E1cb 碳负离子","Chem::Core","[[E1cb机理]]","30d","易错点卡","E1cb 机理（Elimination, unimolecular, conjugate base）是一种两步消除反应："
"什么是E1反应？","E1 反应（Elimination, unimolecular） 即单分子消除反应，是经由碳正离子中间体分两步完成的消除反应：","有机化学 具体反应 E1反应 rc_30d 化竞 消除反应","Chem::Core","[[E1反应]]","30d","概念卡","关键结论：
• 底物要求：3° > 2° >> 1°（1° 底物几乎不发生 E1，因 1° 碳正离子极不稳定）• 碱的要求：理论上任何碱均可（第二步非决速步），但 弱碱/低浓度碱 更利于 E1（避免 E2 竞争）• 溶剂要求：极性质子溶剂（H₂O、ROH）最利 E1——稳定碳正离子和 LG⁻• 温度效应：高温促进 E1（消除的 ΔS > 0，TΔS 项有利）• **"
"E1反应 的关键结论有哪些？","• 底物要求：3° > 2° >> 1°（1° 底物几乎不发生 E1，因 1° 碳正离子极不稳定）• 碱的要求：理论上任何碱均可（第二步非决速步），但 弱碱/低浓度碱 更利于 E1（避免 E2 竞争）• 溶剂要求：极性质子溶剂（H₂O、ROH）最利 E1——稳定碳正离子和 LG⁻• 温度效应：高温促进 E1（消除的 ΔS > 0，TΔS 项有利）• **","有机化学 具体反应 E1反应 rc_30d 化竞 消除反应","Chem::Core","[[E1反应]]","30d","总结卡","E1 反应（Elimination, unimolecular） 即单分子消除反应，是经由碳正离子中间体分两步完成的消除反应："
"E1反应 有哪些常见易错点？","|  错误  |  原因  |  纠正  |  课堂提问  | 
 | :--- | :--- | :--- | :--- | 
 |  认为 E1 不需要碱  |  第二步确实需要碱夺 H  |  任何可作为碱的物种（溶剂、LG⁻、HSO₄⁻）均可；只是第二步非 RDS，故碱浓度不影响速率  |  E1 的第二步中，谁是碱？为什么速率方程里没有 [Base]？  | 
 |  1° 底物写 E1 机理  |  忽略碳正离子稳定性门槛  |  1° 碳正极不稳定，1° 底物几乎不发生 E1  |  1° 卤代烷在 EtOH/Δ 下主要发生什么反应？  | 
 |  忽略 E1 中的重排  |  只画一步消除  |  E1 有碳正离子中间体 → 必检查重排可能  |  什么时候 E1 产物与预期","有机化学 具体反应 E1反应 rc_30d 化竞 消除反应","Chem::Core","[[E1反应]]","30d","易错点卡","E1 反应（Elimination, unimolecular） 即单分子消除反应，是经由碳正离子中间体分两步完成的消除反应："
"什么是E2反应？","E2 反应（Elimination, bimolecular） 即双分子消除反应，是碱夺取 β-H 与离去基（LG）离去协同进行的一步反应：","有机化学 具体反应 E2反应 rc_30d 化竞 消除反应","Chem::Core","[[E2反应]]","30d","概念卡","关键结论：
• E2 是协同反应，无中间体 → 不重排（与 E1 的本质区别）
• 立体化学严格：anti-共平面是硬性要求；syn-消除仅在特殊刚性体系（如环状锁定的季铵碱）中发生
• 碱的位阻决定取向：
• 小位阻碱（OH⁻、EtO⁻）→ **"
"E2反应 的关键结论有哪些？","• E2 是协同反应，无中间体 → 不重排（与 E1 的本质区别）
• 立体化学严格：anti-共平面是硬性要求；syn-消除仅在特殊刚性体系（如环状锁定的季铵碱）中发生
• 碱的位阻决定取向：
• 小位阻碱（OH⁻、EtO⁻）→ **","有机化学 具体反应 E2反应 rc_30d 化竞 消除反应","Chem::Core","[[E2反应]]","30d","总结卡","E2 反应（Elimination, bimolecular） 即双分子消除反应，是碱夺取 β-H 与离去基（LG）离去协同进行的一步反应："
"E2反应 有哪些常见易错点？","|  错误  |  原因  |  纠正  |  课堂提问  | 
 | :--- | :--- | :--- | :--- | 
 |  忽略 E2 的 anti-共平面要求  |  只考虑 β-H 的存在，不考虑空间排列  |  环己烷体系必须用椅式构象判断 a/e；开链体系用 Newman 投影  |  为什么顺-1-溴-4-叔丁基环己烷很难发生 E2？  | 
 |  所有 E2 都写","有机化学 具体反应 E2反应 rc_30d 化竞 消除反应","Chem::Core","[[E2反应]]","30d","易错点卡","E2 反应（Elimination, bimolecular） 即双分子消除反应，是碱夺取 β-H 与离去基（LG）离去协同进行的一步反应："
"什么是Ene反应？","Ene 反应：含有 烯丙基氢的烯烃（ene）与多重键化合物（enophile）之间发生的协同周环反应，生成新的 σ 键并伴随双键迁移。","有机化学 周环反应 Ene反应 rc_30d 化竞 烯反应","Chem::Core","[[Ene反应]]","30d","概念卡","关键结论：
• Ene 反应 = ""单 σ 键版本的 D-A""• 六元环过渡态，六电子过程• 只形成一根新 σ 键 + 双键迁移• 需要烯丙基氢 + 多重键化合物• 与 D-A 机理类似，但产物不同• 热允许（同面-同面）

---"
